Certificate,Name,Year,Rating,RatingReason,Studio
37789,If You Only Knew,2000,PG-13,Rated PG-13 for sexual content and some language.,York Entertainment
37790,"Gift, The",2000,R,"Rated R for violence, language, and sexuality/nudity.",Paramount Classics
37791,"Everlasting Piece, An",2000,R,Rated R for language.,Dreamworks Distribution L.L.C.
37792,Mean Streak,2000,R,"Rated R for language, violence and some strong sexuality.",Showtime Networks Inc. - [Production Co.]
37793,Sirens,2000,R,"Rated R for strong sexuality, language and some violence.",Showtime Networks Inc. - [Production Co.]
37794,Equinox Knocks,2000,R,Rated R for some crude sexual content.,"Asylum, The"
37795,"Caveman's Valentine, The",2000,R,"Rated R for language, some violence and sexuality.",Universal Studios
37796,"Emperor's New Groove, The",2000,G,,Buena Vista Pictures Distribution
37797,Bedazzled,2000,PG-13,"Rated PG-13 for sex-related humor, language and some drug content.",Twentieth Century Fox Film Corp.
37798,Something More,2000,R,Rated R for language and some sexuality.,First Look Pictures
37799,Fear Runs Silent,2000,R,Rated R for violence and some sexual content.,MTI Home Video
37800,"Man Next Door, The",2000,R,Rated R for violence.,"Asylum, The"
37801,Pep Squad,2000,R,"Rated R for violence, language, and sexuality, and for teen substance abuse.","Asylum, The"
37802,Unbreakable,2000,PG-13,"Rated PG-13 for mature themes, some disturbing violent content and a sexual reference.",Buena Vista Pictures Distribution
37803,"Amati Girls, The",2000,PG,Rated PG for mild language and brief sensuality.,Providence Entertainment
37804,Teen Task Force 2001,2000,PG-13,Rated PG-13 for brief strong language.,Full Moon Releasing
37805,Traffic,2000,R,"Rated R for pervasive drug content, strong language, violence and some sexuality.",USA Films
37806,Spring Forward,2000,R,Rated R for language and some drug content.,"IFC Productions I, LLC"
37807,102 Dalmatians,2000,G,,Buena Vista Pictures Distribution
37808,Lucky Numbers,2000,R,"Rated R for language, sexuality, some drug use and brief violence.",Paramount Pictures Corporation
37809,Soul Survivors,2000,PG-13,"Rated PG-13 for terror/violence, sexuality and some substance abuse.",Artisan Pictures Inc.
37810,Common Ground,2000,R,"Rated R for language, sexuality and violence.",Showtime Networks Inc. - [Production Co.]
37811,"Bunker, The",2004,R,Rated R for violence.,MTI Home Video
37812,Project Human Weapon,2001,R,Rated R for violence and language.,"Mindhunt Productions, LLC - [Production Co.]"
37813,"Ultimate Attraction, The",2000,R,Rated R for strong sexual content.,New Horizons Home Video
37814,Me You Them,2000,PG-13,Rated PG-13 for sexuality and thematic content.,Sony Pictures Classics
37815,For The Birds,2000,G,,Pixar Animation Studios - [Production Co.]
37817,Killjoy,2000,R,"Rated R for violence, sexuality and language.",Full Moon Releasing
37818,Proximity,2000,R,Rated R for violence and language.,Columbia Tristar Home Entertainment
37819,Silicon Towers,2000,PG-13,Rated PG-13 for violence and a drug reference.,MTI Home Video
37820,Confessions Of A Sorority Girl,2000,R,Rated R for language and some sexuality.,Buena Vista Home Entertainment
37821,Race To Space,2000,PG,Rated PG for some language and peril.,Columbia Tristar Home Video
37822,Hook'D Up,2000,R,Rated R for language and some sexual content.,"Barnholtz Entertainment, Inc."
37823,Little Nicky,2000,PG-13,"Rated PG-13 for crude sexual humor, some drug content, language and thematic material.",New Line Cinema
37824,Summer Catch,2000,PG-13,"Rated PG-13 for sexual content, language and some drinking.","Warner Bros., A Division Of Time Warner Entertainment Company"
37825,"Hunchback Of Notre Dame II, The",2000,G,,Buena Vista Home Entertainment
37826,Shades Of Darkness,2000,PG-13,Rated PG-13 for some violence.,"Asylum, The"
37827,"Reluctant Hitman, The",2000,R,"Rated R for violence, language and some sexuality.","Cydonia Pictures, LLC"
37828,Stardom,2000,R,Rated R for language and sexual content.,Lions Gate Films
37829,Tangled,2002,R,"Rated R for language, sexuality and violence.",Buena Vista Home Entertainment
37830,In The Mood For Love,2000,PG,Rated PG for thematic elements and brief language.,USA Films
37831,"Last Minute, The",2001,R,"Rated R for strong sexual content, violence, drug use and language.",Venom Entertainment - [Production Co.]
37832,Sweet November,2000,PG-13,Rated PG-13 for sexual content and language.,"Warner Bros., A Division Of Time Warner Entertainment Company"
37833,"Art Of Murder, The",2000,R,"Rated R for a scene of strong sexuality, nudity, and some violence and language.",Avalanche Home Entertainment
37834,"Collectors, The",2000,R,"Rated R for language, violence, nudity and some drug content.",Studio Home Entertainment
37835,Birthday Girl,2001,R,Rated R for sexuality and language.,Miramax Films
37836,Mimic 2,2001,R,Rated R for violence/gore and language.,Buena Vista Home Entertainment
37837,Ablaze,2001,R,Rated R for fire disaster/action and for language.,Twentieth Century Fox Home Entertainment
37838,Green Dragon,2001,PG-13,"Rated PG-13 for some disturbing situations, nudity and language.",Columbia Tristar Home Entertainment
37839,Destination Vegas,2000,R,"Rated R for language, violence and sexuality.",New Concorde
37840,Bad Seed,2000,R,Rated R for violence and language.,Artisan Entertainment
37841,With A Friend Like Harry...,2000,R,"Rated R for language, some violence and a scene of nudity.",Miramax Films
37842,Double Down,2000,R,Rated R for strong language.,Avalanche Home Entertainment
37843,Loser,2000,R,"Rated R for language, drug content, violence, and some sexuality.","Asylum, The"
37844,Bad City Blues,2000,R,"Rated R for strong violence, language and some sexuality.","Asylum, The"
37845,Sea Devils,2000,R,"Rated R for language, violence and some nudity.",Leo Films
37846,"Widow Of St. Pierre, The",2000,R,Rated R for a scene of sexuality and brief violence.,Lions Gate Films
37847,Invasion,2000,PG-13,Rated PG-13 for gore and sex-related material.,Avalanche Home Entertainment
37848,Just Looking,2000,R,Rated R for sexual content and language.,Sony Pictures Classics
37849,Blowin' Smoke,2000,R,"Rated R for strong sexual content, language and some drug use.",Avalanche Home Entertainment
37850,Cast Away,2000,PG-13,Rated PG-13 for some intense images and action sequences.,Twentieth Century Fox Film Corp.
37851,Mercy Streets,2000,PG-13,Rated PG-13 for violence.,Providence Entertainment
37852,Trois,2000,NC-17,Rated NC-17 for some explicit sexuality.,Columbia Tristar Home Video
37853,"Crimson Rivers, The",2001,R,Rated R for violence/grisly images and language.,Tristar Pictures
37854,R Xmas,2000,R,"Rated R for strong language, drug content and some violence.",Studio Canal France
37855,"Red Planet, The",2000,PG-13,"Rated PG-13 for sci-fi violence, brief nudity and language.","Warner Bros., A Division Of Time Warner Entertainment Company"
37856,Jason X,2000,R,"Rated R for strong horror violence, language and some sexuality.",New Line Cinema
37857,Dungeons & Dragons,2000,PG-13,Rated PG-13 for fantasy action violence.,New Line Cinema
37858,Pollock,2000,R,Rated R for language and brief sexuality.,Sony Pictures Classics
37859,One Day In September,2000,R,Rated R for some graphic violent images.,Sony Pictures Classics
37860,Calle 54,2000,G,,Miramax Films
37861,Just Visiting,2000,PG-13,Rated PG-13 for violence and crude humor.,Buena Vista Pictures Distribution
37862,Party Crasher,2000,R,"Rated R for strong violence, and for some drug content and sexuality.","Asylum, The"
37863,"Pledge, The",2000,R,Rated R for strong violence and language.,"Warner Bros., A Division Of Time Warner Entertainment Company"
37864,"Atlantis Conspiracy, The",2000,R,Rated R for language.,"Asylum, The"
37865,"Dude, Where's My Car?",2000,PG-13,Rated PG-13 for language and some sex and drug-related humor.,Twentieth Century Fox Film Corp.
37866,Reindeer Games - Director's Cut,2000,R,"Rated R for strong violence, sexuality and language.",Buena Vista Home Entertainment
37867,Hendrix,2000,R,"Rated R for language, sexuality and drug content.",MGM Home Entertainment Inc.
37868,"Operative, The",2000,R,"Rated R for violence, a strong sex scene, and some language.",Studio Home Entertainment
37869,Miss Congeniality,2000,PG-13,Rated PG-13 for sexual references and a scene of violence.,"Warner Bros., A Division Of Time Warner Entertainment Company"
37870,Proof Of Life,2000,R,"Rated R for violence, language and some drug material.","Warner Bros., A Division Of Time Warner Entertainment Company"
37871,"Fight, The",2001,R,Rated R for strong brutal violence and language.,"Hamzeh Mystique Films, LLC"
37872,Thrill Seekers,2000,PG-13,Rated PG-13 for violence and peril.,Phase 4 Films Inc.
37873,Tokyo Raiders,2000,PG-13,Rated PG-13 for martial arts action/violence.,GH Pictures (China) Limited - [Production Co.]
37874,Gangstaz,2000,R,"Rated R for violence, drug content, sexuality and some language.",Leo Films
37875,Stingers,2000,R,Rated R for language and some violence.,Leo Films
37876,Osmosis Jones,2001,PG,Rated PG for bodily humor.,"Warner Bros., A Division Of Time Warner Entertainment Company"
37877,Sexual Intrigue,2000,R,Rated R for strong sexuality and language.,Megastar Pictures Corp.
37878,"Last Of The Blonde Bombshells, The",2000,PG-13,Rated PG-13 for some strong language.,HBO Home Video
37879,Devil's Prey,2001,R,"Rated R for strong violence and sexuality, language and drug content.",Studio Home Entertainment
37881,Left Behind: The Movie,2000,PG-13,Rated PG-13 for violence.,Cloud Ten Pictures
37882,American Vampire,2001,PG-13,"Rated PG-13 for vampire violence, crude dialogue and sexual content.",York Entertainment
37883,Camouflage,2000,R,"Rated R for language, sexual content and some violence.","PM Entertainment Group, Inc."
37884,Above Suspicion,2000,R,Rated R for brief language..,USA Home Entertainment
37885,"Monkey's Tale, A",2000,G,,Harvey Entertainment
37886,Better Housekeeping,2000,R,"Rated R for pervasive language, domestic violence and drug content.","Shooting Gallery, The"
37887,Rock Star,2000,R,"Rated R for language, sexuality and some drug content.","Warner Bros., A Division Of Time Warner Entertainment Co."
37888,Welcome II The Terrordome,2000,R,"Rated R for strong violence, language, drug content and some sexuality.",Delta Entertainment
37889,Chocolat,2000,PG-13,Rated PG-13 for a scene of sensuality and some violence.,Miramax Films
37890,Josie And The Pussycats,2001,PG-13,Rated PG-13 for language and mild sensuality.,Universal Studios
37891,"Mummy Returns, The",2001,PG-13,Rated PG-13 for adventure action and violence.,Universal Studios
37892,"Bourne Identity, The",2002,PG-13,Rated PG-13 for violence and some language.,Universal Studios
37893,"South Of Heaven, West Of Hell",2000,R,"Rated R for strong violence, language and some sexuality.","Phaedra Cinema, Inc."
37894,Freak,2000,R,Rated R for violence and language.,EI Independent Cinema LLC
37895,Wanna Be A Baller,2000,R,"Rated R for pervasive language, some sexuality, violence and drug content.","Infilms, Inc."
37896,Double Bang,2001,R,"Rated R for violence, language, drug use and some sexuality.",Tomorrow Films - [Production Co.]
37897,"Regina Pierce Affair, The",2000,R,Rated R for strong sexual content and language.,Full Moon Releasing
37898,4 Days,2000,R,"Rated R for language, sexuality and some violence.",Paramount Pictures Corporation
37899,"Anniversary Party, The",2000,R,"Rated R for language, drug use and nudity.",Fine Line Features
37900,"Next Big Thing, The",2002,R,Rated R for language and some sexuality/nudity.,Castle Hill Productions
37901,Critical Mass,2001,R,Rated R for violence.,Artisan Home Entertainment
37902,All Or Nothing,2000,R,"Rated R for strong language, violence and drug use.",Key East Entertainment
37903,Enemy At The Gates,2000,R,Rated R for strong graphic war violence and some sexuality.,Paramount Pictures Corporation
37904,X-Men - 10 Minutes Of Never Before Seen Footage,2000,G,,Twentieth Century Fox Home Entertainment
37905,Olive Juice,2000,PG-13,Rated PG-13 for language and some sexuality.,"From Within Productions, Inc."
37906,"Apostate, The",2000,R,"Rated R for violence, nudity and language.",HBO Home Video
37907,Deadline,2000,R,"Rated R for violence, sexuality and language.",Avalanche Home Entertainment
37908,Say It Isn't So,2000,R,"Rated R for strong sexual content, crude humor and language.",Twentieth Century Fox Film Corp.
37909,High Noon,2000,PG-13,Rated PG-13 for some violence and a scene of sensuality.,Artisan Home Entertainment
37910,"Sky Is Falling, The",2000,PG-13,Rated PG-13 for thematic material including disturbing images.,"Sky Is Falling, LLC, The - [Production Co.]"
37911,What Women Want,2000,PG-13,Rated PG-13 for sexual content and language.,Paramount Pictures Corporation
37912,"Road Home, The",2000,G,,Sony Pictures Classics
37913,Relative Values,2000,PG,Rated PG for language.,First Look Pictures
37914,Clerks Uncensored,2000,R,Rated R for some sexual humor.,Buena Vista Home Entertainment
37915,"Serpent's Kiss, The",2000,R,Rated R for brief language.,MGM Home Entertainment Inc.
37916,Enigma,2002,R,Rated R for a sex scene and language.,Manhattan Pictures International
37917,Speaking Of Sex,2006,R,Rated R for strong sexual content and language.,Lionsgate
37918,Dracula 2000,2000,R,"Rated R for violence/gore, language and some sexuality.",Miramax Films
37919,"House Of Mirth, The",2000,PG,Rated PG for thematic material.,Sony Pictures Classics
37920,In Pursuit,2000,R,Rated R for language and a strong sex scene.,Ajax Home Entertainment
37921,Hostage High: Director's Version,2000,R,Rated R for violence.,Artisan Entertainment
37922,Impostor,2001,PG-13,"Rated PG-13 for intense sci-fi violence, some sensuality and language.",Miramax Films
37923,"Queens Of Comedy, The",2000,R,Rated R for strong language and sex-related dialogue.,"Latham Entertainment, Inc. - [Production Co.]"
37924,Emmanuelle In Space: A World Of Desire,2000,R,Rated R for strong sexual content.,New Horizons Home Video
37925,Close Enough To Touch,2000,R,Rated R for strong sexual content and some language.,"Indigo Entertainment, Inc. - [Production Co.]"
